id,molecule_name,energy,trotter_steps,threshold_gamma,max_evals,optimal_parameters
21,LiH,-8.864190352625,1,0.2291345961635763,1000,"[3.024462242471386, 1.085460067731257, 1.3409684099931085]"
22,LiH,-8.86418872864203,1,0.2536044489140499,1000,"[3.031001349804769, 1.0849882601433132, 1.3404694080862887]"
23,LiH,-8.864179901581632,1,0.2780743016645235,1000,"[3.147128929493613, 1.0871490986531471, 1.3405068088968815]"
24,LiH,-8.864265316914409,1,0.2896034743283303,1000,"[3.167815962385547, 1.1366942344254043, 1.3431263175859476]"
25,LiH,-8.864411313389356,1,0.3011326469921371,1000,"[3.1915578531975317, 1.1925924502209808, 1.3535572216128369]"
26,LiH,-8.86441042340622,1,0.3123613132828928,1000,"[3.196933234638373, 1.201039223724463, 1.3581022863266616]"
27,LiH,-8.86457669476795,1,0.3235899795736486,1000,"[3.0817699487427843, 1.2323416104856157, 1.3958914092574948]"
28,LiH,-8.864414215313488,1,0.3448077516244134,1000,"[3.0962826608102874, 1.2044899970663898, 1.363322049201356]"
29,LiH,-8.864402886835274,1,0.3544424622478554,1000,"[3.0959011910660745, 1.2055648819727742, 1.360709586089329]"
30,LiH,-8.864415508841093,1,0.3640771728712975,1000,"[3.0821995243410676, 1.2027899339436094, 1.3570692597408869]"
31,LiH,-8.864468571660652,1,0.3735476037163777,1000,"[3.085549227958866, 1.213541428032889, 1.3687230292159986]"
32,LiH,-8.864514406548457,1,0.383018034561458,1000,"[3.0741622150231667, 1.2189024551306, 1.3745553172486886]"
33,LiH,-8.86437462949581,1,0.3920448791256696,1000,"[3.093827450000161, 1.1973604947645402, 1.354597828052288]"
34,LiH,-8.864374323939355,1,0.4010717236898813,1000,"[3.0940159299439323, 1.1973311106907996, 1.3545433988747067]"
35,LiH,-8.864374323939373,1,0.4100985682540929,1000,"[3.094016639617478, 1.1973307798901802, 1.354544578360311]"
36,LiH,-8.864374323939447,1,0.4191254128183045,1000,"[3.0940172664969747, 1.197330862081467, 1.354544578360311]"
37,LiH,-8.865361194379698,1,0.4280983706205096,1000,"[3.126261777259345, 1.3057286604386664, 1.502517230728576]"
38,LiH,-8.866226220680112,1,0.4528086356103202,1000,"[3.18601054596358, 1.402693624807138, 1.6370583203623252]"
39,LiH,-8.867187420875704,1,0.4603648838029991,1000,"[3.2524167379542908, 1.4353745421956718, 1.679761762223936]"
40,LiH,-8.86816421939272,1,0.467921131995678,1000,"[3.318037778467718, 1.471212039744956, 1.7221957485215642]"
41,LiH,-8.86809076705235,1,0.4754773801883569,1000,"[3.2774297292669616, 1.4409686304505875, 1.7011709845541065]"
42,LiH,-8.868034988087802,1,0.4830336283810358,1000,"[3.336874260767102, 1.4575340284642213, 1.7101916498439356]"
43,LiH,-8.8684539357643,1,0.4900637514974404,1000,"[3.3682369131731065, 1.4855049206018847, 1.7641758941852586]"
44,LiH,-8.868844895539093,1,0.4970938746138451,1000,"[3.4745454317639903, 1.5120758603839408, 1.8164154176889595]"
45,LiH,-8.868789990662783,1,0.5110313377329692,1000,"[3.41155156355194, 1.4856038776246367, 1.7933344279085]"
46,LiH,-8.868814036436232,1,0.5180000692925312,1000,"[3.488425578004878, 1.4926287873265438, 1.7997395937962746]"
47,LiH,-8.86884902911133,1,0.5249688008520932,1000,"[3.4227194485900654, 1.5107536485739133, 1.8133776779194966]"
48,LiH,-8.868796303612331,1,0.5365324827358363,1000,"[3.415700333471503, 1.4992190408981483, 1.8016106237764387]"
49,LiH,-8.869187731553675,1,0.5416595037064323,1000,"[3.4425500718885997, 1.5086427264381053, 1.8169799027675853]"
50,LiH,-8.869577613202786,1,0.5519135456476242,1000,"[3.469207747430225, 1.5196164800877032, 1.8312125401730115]"
51,LiH,-8.869577613202834,1,0.5570405666182201,1000,"[3.469207747430225, 1.5196164800877032, 1.8312125401730115]"
52,LiH,-8.869452594325,1,0.5665220784145258,1000,"[3.3890199760353283, 1.5005199908736946, 1.8118638943343273]"
53,LiH,-8.868357924931995,1,0.5712581662258155,1000,"[3.549914361642563, 1.4650784994624573, 1.7229886209046579]"
54,LiH,-8.86791671812082,1,0.5803609983827975,1000,"[3.512326721805953, 1.3888979144659426, 1.6364671994405924]"
55,LiH,-8.86855950638752,1,0.589039200221983,1000,"[3.6490442784505204, 1.5103010934058554, 1.7665882012137306]"
56,LiH,-8.868576226845413,1,0.5976621152089692,1000,"[3.6418048329683987, 1.509770173853325, 1.7674046144129205]"
57,LiH,-8.868494884543509,1,0.6019735727024622,1000,"[3.629976583386312, 1.487288878385847, 1.7481044229239728]"
58,LiH,-8.867941612909133,1,0.6105350399207473,1000,"[3.5686155020464088, 1.392350570848084, 1.6360170791828386]"
59,LiH,-8.868568895459246,1,0.6190965071390324,1000,"[3.646970906274273, 1.5088747663447222, 1.7664461591694318]"
60,LiH,-8.8679355739508,1,0.6276579743573175,1000,"[3.551580432323594, 1.3886258614858538, 1.636676223421459]"
61,LiH,-8.868572598779163,1,0.6362194415756026,1000,"[3.648941404057365, 1.5102495597551902, 1.7678173098903471]"
62,LiH,-8.86787347849931,1,0.6446491308471299,1000,"[3.5773786099824267, 1.382148114162898, 1.6271857498514213]"
63,LiH,-8.867858393072522,1,0.6488639754828937,1000,"[3.573585578579575, 1.3809384019763957, 1.6255777758036385]"
64,LiH,-8.868436334258526,1,0.657293664754421,1000,"[3.5695041011569377, 1.4913786810065313, 1.7440366158891656]"
65,LiH,-8.868432200589401,1,0.6657233540259483,1000,"[3.5652637644417062, 1.4828419207400232, 1.7372298796469563]"
66,LiH,-8.86808109282578,1,0.6813468325729889,1000,"[3.6178085570349086, 1.419922855971534, 1.6660117110053903]"
67,LiH,-8.868060258146075,1,0.6887083028096599,1000,"[3.620214973114503, 1.4167544217187615, 1.6627401461866205]"
68,LiH,-8.868565437078423,1,0.6958989654782562,1000,"[3.660908891301581, 1.4996506909855376, 1.7600873134075512]"
69,LiH,-8.868026627912878,1,0.706453699189815,1000,"[3.5947480205064504, 1.4107492120228466, 1.6562235106441938]"
70,LiH,-8.868045700586256,1,0.713422598068628,1000,"[3.592824762694307, 1.4134191020758586, 1.658421250073196]"
71,LiH,-8.867984678923385,1,0.7203914969474409,1000,"[3.547689801211982, 1.4055806037722016, 1.6493418676610716]"
72,LiH,-8.867755041100768,1,0.727351911768584,1000,"[3.58271752192441, 1.4770776679310738, 1.582169262398771]"
73,LiH,-8.867821974213442,1,0.7375233190726357,1000,"[3.6594969896079053, 1.4876938633646877, 1.5934281603624803]"
74,LiH,-8.867874221606115,1,0.7441849882490456,1000,"[3.6493867376945692, 1.493020810985247, 1.5994733594276989]"
75,LiH,-8.867845816237732,1,0.7505184541130007,1000,"[3.627836636329687, 1.486790063960405, 1.5940512149668997]"
76,LiH,-8.867788118836094,1,0.7595263479402512,1000,"[3.578562543592155, 1.4800958523837129, 1.5867346842992576]"
77,LiH,-8.868495067905855,1,0.7685342417675016,1000,"[3.6277248813133576, 1.6002031119554925, 1.715274692378075]"
78,LiH,-8.868437826592467,1,0.7745000001526674,1000,"[3.736625525906521, 1.579257213067353, 1.692913434815626]"
79,LiH,-8.867647515960163,1,0.783389381480914,1000,"[3.5513173159068936, 1.4581364850828031, 1.5622054908437182]"
80,LiH,-8.867625736388614,1,0.7892435808540185,1000,"[3.5464666740528297, 1.4488353498049824, 1.5569444367680454]"
81,LiH,-8.867769955905144,1,0.7979381504987554,1000,"[3.5577050886319155, 1.456717811781758, 1.566961315445505]"
82,LiH,-8.867629540624666,1,0.8062769646261796,1000,"[3.589621839096555, 1.519005654898553, 1.5288714181764562]"
83,LiH,-8.867783876207657,1,0.8142541407137336,1000,"[3.556848251421486, 1.5282429924724175, 1.540103988058401]"
84,LiH,-8.868193346510491,1,0.8295829022794456,1000,"[3.577494251171003, 1.559026486132247, 1.5922079875278603]"
85,LiH,-8.868933619471077,1,0.8370431784837941,1000,"[3.6502187128310757, 1.686292859141973, 1.7210046512100816]"
86,LiH,-8.8694559086917,1,0.8444133982255866,1000,"[3.590534495185283, 1.7662095342924373, 1.8117897071126339]"
87,LiH,-8.869604007524186,1,0.8517792589666114,1000,"[3.6992486958160855, 1.7880667513440593, 1.8279911291660178]"
88,LiH,-8.869741924645249,1,0.8611713985119707,1000,"[3.697649499831183, 1.8120123209019554, 1.8497023265055548]"
89,LiH,-8.869640145346793,1,0.8679006268717012,1000,"[3.6299942439941417, 1.798994735965799, 1.8433820086209722]"
90,LiH,-8.86813065553688,1,0.876872931351342,1000,"[3.5311512772175897, 1.554335525729895, 1.589499347612029]"
91,LiH,-8.867743967001921,1,0.8834101035791604,1000,"[3.6717417098842597, 1.5233854491069074, 1.5475218616528013]"
92,LiH,-8.867938032039135,1,0.891801359565792,1000,"[3.6816953446271814, 1.558262311398293, 1.5846242408637754]"
93,LiH,-8.868035298152297,1,0.8997841888161162,1000,"[3.6882336908833073, 1.5713119270799791, 1.6019731133732233]"
94,LiH,-8.868986846584356,1,0.9073889941818436,1000,"[3.7378047712136473, 1.721712277652229, 1.7556074524044496]"
95,LiH,-8.86769593062316,1,0.9155806689358345,1000,"[3.6326517292668816, 1.5291265088622974, 1.553741173062365]"
96,LiH,-8.867553558222122,1,0.9221208191699876,1000,"[3.543627866068598, 1.511907939779707, 1.535665087156599]"
97,LiH,-8.867802162992481,1,0.9311113574270886,1000,"[3.6209816471422043, 1.5372586793997425, 1.5759927727289886]"
98,LiH,-8.868260041746664,1,0.9379783746989346,1000,"[3.6617460690142964, 1.6069103252068317, 1.6537969848489973]"
99,LiH,-8.868799761434524,1,0.9459941584199464,1000,"[3.6726851049254003, 1.6754940510520524, 1.7305479819148877]"
100,LiH,-8.868888765552915,1,0.9536319985339842,1000,"[3.6747937276271814, 1.7036886082567904, 1.758458344761902]"
101,LiH,-8.86884475725045,1,0.9613627274306592,1000,"[3.7070260784842333, 1.7011066684737197, 1.7571712533883512]"
102,LiH,-8.868877533907103,1,0.96927009702529,1000,"[3.6820715662659476, 1.7012248549765865, 1.75631370576843]"
103,LiH,-8.868840361888584,1,0.976816254596464,1000,"[3.683534110321182, 1.6987369522982845, 1.7526697793048918]"
104,LiH,-8.869136500645233,1,0.984745619291041,1000,"[3.6989832583806415, 1.744482944863325, 1.800658379270255]"
105,LiH,-8.869095525501018,1,0.9926374063965712,1000,"[3.6756334722789856, 1.7447717937905818, 1.7949169260990128]"
106,LiH,-8.856686682924062,1,0.1194048239184845,1000,"[1.751307585560268, 0.0033681286082512026, 0.004123679898915741]"
107,LiH,-8.866207662918633,1,0.4449399820165174,1000,"[3.164639324823478, 1.3828319237178415, 1.6155793794300812]"
108,LiH,-8.868647872695211,1,0.8245569081087883,1000,"[3.633127067592472, 1.665045960829341, 1.6861026619873059]"
109,LiH,-8.856686694229252,1,0.030296928567329,1000,"[-1.7552378006296423, -4.722776021807413e-06, -7.066591157000941e-06]"
110,LiH,-8.856686694227935,1,0.060593857134658,1000,"[1.7608237573473424, 6.308760868708473e-06, 2.004200611583466e-05]"
111,LiH,-8.856686682432477,1,0.0899993405265865,1000,"[1.7589686338409538, 0.0034407794843622623, 0.004200533880397071]"
112,LiH,-8.856686683669412,1,0.119404823918515,1000,"[1.7507568567970795, 0.0031469479004793983, 0.004111300745452652]"
113,LiH,-8.856686694224623,1,0.1471781532916247,1000,"[5.626398650336479, 4.3860162996873936e-05, 6.759954859025054e-05]"
114,LiH,-8.864134090152543,1,0.202043039414184,1000,"[3.0201690389386324, 1.0713118394954013, 1.3263014993630509]"
115,LiH,-8.86419035262496,1,0.2291345961636335,1000,"[3.0244607548425355, 1.0854618980856863, 1.3409698283281508]"
116,LiH,-8.864188728642372,1,0.253604448914106,1000,"[3.0309944002868345, 1.08498306647474, 1.3404614992008748]"
117,LiH,-8.864179901581617,1,0.2780743016645784,1000,"[3.1471293565115097, 1.087148752343606, 1.340506800057761]"
118,LiH,-8.864265316914446,1,0.2896034743283867,1000,"[3.1678167964542694, 1.136692720741575, 1.3431251754432625]"
119,LiH,-8.86441131338941,1,0.301132646992195,1000,"[3.191558756583154, 1.1925950026635221, 1.353557913545776]"
120,LiH,-8.864414215313527,1,0.3448077516244482,1000,"[3.096280624480892, 1.204488312542641, 1.363319653618785]"
121,LiH,-8.86611170967932,1,0.4370713284227418,1000,"[3.185017420332157, 1.376939844655483, 1.6128435444072298]"
122,LiH,-8.867664958832584,1,0.8220326132236718,1000,"[3.5948342765863943, 1.5282874624901348, 1.533156899250919]"
123,LiH,-8.864576694767953,1,0.3235899795736993,1000,"[3.081772935832386, 1.2323448124730672, 1.3958938473602773]"
124,LiH,-8.869186422901386,1,1.0,1000,"[3.6806189080356653, 1.7607373265865327, 1.8112401678486825]"
125,LiH,-8.869186422901345,1,1.0,1000,"[3.6806189080356653, 1.7607373265865327, 1.8112401678486825]"
126,LiH,-8.86913965339553,1,0.999972480380824,1000,"[3.6842579671085733, 1.753978974085384, 1.8035372442477]"
127,LiH,-8.869186422901318,1,1.0,1000,"[3.6806189080356653, 1.7607373265865327, 1.8112401678486825]"
128,LiH,-8.869139653395525,1,0.9999724803808238,1000,"[3.6842569809040864, 1.753979378116913, 1.8035372244124117]"
129,LiH,-8.869106509286677,1,0.9999449607616476,1000,"[3.6839957793971276, 1.7486521969776687, 1.797874202826133]"
130,LiH,-8.869138929762359,1,0.9999174411424714,1000,"[3.6852506675857493, 1.7558118690933133, 1.8064185189528494]"
131,LiH,-8.86915005456569,1,0.9998899215232953,1000,"[3.6910592296777063, 1.7578886520811525, 1.8084399781963278]"
132,LiH,-8.869139998630768,1,0.99985085550968,1000,"[3.680705868667093, 1.7538127868521323, 1.8048878104154977]"
133,LiH,-8.86912323237616,1,0.9998117894960651,1000,"[3.6892384947380834, 1.7518450534425232, 1.8010315950183733]"
134,LiH,-8.86910202671637,1,0.9997727234824498,1000,"[3.682509305732251, 1.7468277492233102, 1.79588305723857]"
135,LiH,-8.869196344336576,1,0.9997336574688348,1000,"[3.6892478791922594, 1.7638042224744694, 1.8139071347476894]"
136,LiH,-8.869174158084492,1,0.999621416738396,1000,"[3.6914148365828923, 1.7612345970329273, 1.8117124559065267]"
137,LiH,-8.8691877680011,1,0.9995091760079573,1000,"[3.6896775696667916, 1.7626402672751111, 1.8127909061420886]"
138,LiH,-8.86916037284817,1,0.9993969352775184,1000,"[3.690115027169502, 1.7563358939673344, 1.8069637964310368]"
139,LiH,-8.869176212958283,1,0.9992846945470797,1000,"[3.6894164965418708, 1.7598515837132993, 1.8095919824682931]"
140,LiH,-8.868820289242072,1,0.9991585812647151,1000,"[3.6909340896652054, 1.696157230268041, 1.7488251419356482]"
141,LiH,-8.869165771643635,1,0.9990324679823508,1000,"[3.6841671755639913, 1.7581081027438523, 1.80716873986605]"
142,LiH,-8.868360593319734,1,0.9989063546999862,1000,"[3.6618363756426104, 1.623950528011708, 1.6705940658599903]"
143,LiH,-8.869122393520906,1,0.9987802414176217,1000,"[3.6842363886769602, 1.7487509617266936, 1.7985490133808255]"
144,LiH,-8.869132535534723,1,0.9985264493761294,1000,"[3.676790030221543, 1.7459653406361522, 1.79671745193054]"
145,LiH,-8.869130953814427,1,0.9982726573346372,1000,"[3.6761855146114653, 1.7436295189185125, 1.794776660536321]"
146,LiH,-8.86913581760468,1,0.9979066245627062,1000,"[3.6987541270249835, 1.7615028480473272, 1.808524533709165]"
147,LiH,-8.868903772393917,1,0.997540591790775,1000,"[3.6789903850230665, 1.7088194035852178, 1.759304776554815]"
148,LiH,-8.869171982235752,1,0.9971745590188441,1000,"[3.686051654265951, 1.7583498662736314, 1.8078554382659637]"
149,LiH,-8.869160171092835,1,0.9968085262469132,1000,"[3.667729427067676, 1.7530083395148766, 1.8020625941647848]"
150,LiH,-8.869086420908138,1,0.9964079977705553,1000,"[3.69310074751498, 1.751519105340502, 1.7970051045049829]"
151,LiH,-8.869169972354667,1,0.9960074692941975,1000,"[3.668067793843644, 1.754314924922438, 1.8035697138316003]"
152,LiH,-8.869071938955656,1,0.9955395509023761,1000,"[3.6808944398837866, 1.7405222242382816, 1.7895042457004569]"
153,LiH,-8.869078245749538,1,0.9950716325105544,1000,"[3.6846486670159884, 1.7393954126186824, 1.7894742436594084]"
154,LiH,-8.869061865075981,1,0.9945898143468985,1000,"[3.685273064154452, 1.7376259508505632, 1.7871515003319711]"
155,LiH,-8.86914758511886,1,0.9941079961832427,1000,"[3.6778330299119917, 1.7477993175638251, 1.7984502865416692]"
156,LiH,-8.86917988407033,1,0.9936261780195869,1000,"[3.7122715861700857, 1.7613546819276316, 1.8094516796599933]"
157,LiH,-8.869138208980813,1,0.9931443598559309,1000,"[3.678430059561764, 1.7459601133155922, 1.7966479594522886]"
158,LiH,-8.869095525499226,1,0.9926374063965797,1000,"[3.6756279392853397, 1.7447616157845784, 1.7949049492500204]"
159,LiH,-8.869136943644595,1,0.9921304529372286,1000,"[3.7055766953984577, 1.7426029405099148, 1.7940064803344293]"
160,LiH,-8.869132865111776,1,0.9916234994778774,1000,"[3.699094232090569, 1.7411732662452255, 1.7928466436859505]"
161,LiH,-8.86918759190788,1,0.9911165460185263,1000,"[3.6761187962217776, 1.7494319960178841, 1.802340378624205]"
162,LiH,-8.869096354937529,1,0.990452577797092,1000,"[3.668147787193039, 1.7460824627855642, 1.7960958805864053]"
163,LiH,-8.869186644981976,1,0.9897886095756577,1000,"[3.6708712713592724, 1.7488489373137162, 1.801719724364418]"
164,LiH,-8.868590896766474,1,0.9890927817118913,1000,"[3.643629585131972, 1.6615009599399142, 1.707898778167055]"
165,LiH,-8.869139177310355,1,0.9883969538481251,1000,"[3.6728119548765243, 1.7465322960536585, 1.8008783646640032]"
166,LiH,-8.869017284468184,1,0.9869502588822401,1000,"[3.687261598197659, 1.728628076760394, 1.7839002179004257]"
167,LiH,-8.869029617529621,1,0.9862153790185094,1000,"[3.7056203555585925, 1.7315115607284928, 1.785951987475138]"
168,LiH,-8.86915421734076,1,0.9854804991547789,1000,"[3.6911346002061305, 1.7465946231619938, 1.8029033414735318]"
169,LiH,-8.869003618648623,1,0.9840107394273175,1000,"[3.6900956287953353, 1.7260611740460217, 1.7812511540494154]"
170,LiH,-8.869116425510464,1,0.9832482503886949,1000,"[3.7052540736549213, 1.7472222298731688, 1.8015517513647163]"
171,LiH,-8.869166121968158,1,0.9817232723114493,1000,"[3.6733976328073044, 1.7557576563423019, 1.8045954153062493]"
172,LiH,-8.869139664125884,1,0.9809607832728267,1000,"[3.678606108107484, 1.751663131178045, 1.8003024345931506]"
173,LiH,-8.86917299879517,1,0.9801543256836436,1000,"[3.7000644611377433, 1.7630486792631106, 1.8120955691188245]"
174,LiH,-8.868898957841997,1,0.9793478680944603,1000,"[3.6834805571885205, 1.7033886035439019, 1.7594605556532255]"
175,LiH,-8.868841025046542,1,0.9777349529160939,1000,"[3.683591918855699, 1.6988568939475024, 1.7527863960957633]"
176,LiH,-8.868839697743267,1,0.9758975562768502,1000,"[3.683480060717842, 1.698630899213299, 1.752566862311859]"
177,LiH,-8.86896628860733,1,0.9749565583783417,1000,"[3.6905916709242748, 1.7226754438361844, 1.7773025213444376]"
178,LiH,-8.868883354077276,1,0.9740155604798336,1000,"[3.6759506314021024, 1.703319132751841, 1.7582525894445262]"
179,LiH,-8.868828400471507,1,0.972133564682817,1000,"[3.6673473009100155, 1.6886464448474041, 1.7447756337875135]"
180,LiH,-8.86888909117211,1,0.97022458624447,1000,"[3.6754756115710006, 1.7035609841839974, 1.7586833720062347]"
181,LiH,-8.868895858335739,1,0.9683156078061231,1000,"[3.6864204805217877, 1.7033651320211407, 1.7584558702584294]"
182,LiH,-8.868849005034875,1,0.9663912390702947,1000,"[3.6887428810706253, 1.696858355521968, 1.7533979643236601]"
183,LiH,-8.86907080819959,1,0.9654290547023804,1000,"[3.7571215692725564, 1.7301963365132378, 1.7853754422827866]"
184,LiH,-8.868851922546492,1,0.9644668703344662,1000,"[3.690793937793827, 1.6975183093509485, 1.7531822077624766]"
185,LiH,-8.868825274192641,1,0.9623974417319315,1000,"[3.6981857984812248, 1.6920239170479339, 1.7497301597340338]"
186,LiH,-8.868798434738496,1,0.9603280131293969,1000,"[3.7064890213598396, 1.686215383265559, 1.744065174001068]"
187,LiH,-8.868940408615497,1,0.9592402546611021,1000,"[3.7123938348685703, 1.7019661503231334, 1.7615148329612813]"
188,LiH,-8.868791005427274,1,0.9570647377245123,1000,"[3.6934868200704427, 1.6847939394978146, 1.7420432940658719]"
189,LiH,-8.868874930977405,1,0.9559769792562174,1000,"[3.6764402745861435, 1.696956768187918, 1.7530992194301365]"
190,LiH,-8.868888765552812,1,0.953631998533989,1000,"[3.674793810117249, 1.7036827566443602, 1.7584518703387988]"
191,LiH,-8.868964363183036,1,0.951128563481293,1000,"[3.6899439822395412, 1.7030887030468984, 1.7608983070657456]"
192,LiH,-8.86879461188793,1,0.9498768459549451,1000,"[3.6696602625997343, 1.6767421344505005, 1.733175865859756]"
193,LiH,-8.8677176690141,1,0.9473096434242749,1000,"[3.563385170325686, 1.505493632291088, 1.5493561829737756]"
194,LiH,-8.868330851586892,1,0.9446581944664505,1000,"[3.6734621713870697, 1.629149871475763, 1.6708610316401775]"
195,LiH,-8.868147740755052,1,0.9419862665594462,1000,"[3.600238418988786, 1.595937107426348, 1.6388372700515133]"
196,LiH,-8.868844079980555,1,0.9366424107454375,1000,"[3.5925920575622436, 1.7114030849383615, 1.7562180640815035]"
197,LiH,-8.867736532619613,1,0.9339399407274468,1000,"[3.6077180831958606, 1.524526576814435, 1.564119678899976]"
198,LiH,-8.867769142878563,1,0.9281872029553585,1000,"[3.635416192957144, 1.5371850170941834, 1.5757977787505393]"
199,LiH,-8.867661884605662,1,0.9252355451356198,1000,"[3.6139663902121004, 1.5199614568881321, 1.5538805818152004]"
200,LiH,-8.867553558201008,1,0.9221208191699912,1000,"[3.5436281630299025, 1.5118670539476327, 1.5356629160949595]"
201,LiH,-8.867644128894877,1,0.9188573388374365,1000,"[3.6021205911965257, 1.5188052226639046, 1.5464043775256453]"
202,LiH,-8.867743340813727,1,0.9139423339850415,1000,"[3.649387598520759, 1.5343879089631165, 1.5584978955733824]"
203,LiH,-8.867830773344743,1,0.9090273291326466,1000,"[3.6550369245515757, 1.5422655965926282, 1.5647785342445]"
204,LiH,-8.86781220924251,1,0.9055294261847846,1000,"[3.669699564877014, 1.5278665469320662, 1.5568657322354933]"
205,LiH,-8.86803528551037,1,0.89978418881612,1000,"[3.688572738457906, 1.5713965401750483, 1.6020106003280459]"
206,LiH,-8.867860154140237,1,0.8938499395051599,1000,"[3.667227095917023, 1.5406711017005337, 1.5680933232308483]"
207,LiH,-8.867709669499977,1,0.8855571516331292,1000,"[3.6727222523283714, 1.5213045418856752, 1.5449904825672336]"
208,LiH,-8.868937364468637,1,0.8746298552314455,1000,"[3.653596815504372, 1.6835716522373039, 1.7238568410487325]"
209,LiH,-8.867964884221877,1,0.7169070475080384,1000,"[3.5221061802948936, 1.400824352211153, 1.6442397120236443]"
210,LiH,-8.856686694024624,1,0.03029692856730904,1000,"[-1.7578542807792612, -0.00016012669381682443, -0.00019919174416004547]"
211,LiH,-8.856686694229325,1,0.06059385713461808,1000,"[1.747357074933696, 1.0563586825127201e-05, 1.2654006509238594e-05]"
212,LiH,-8.856686683663856,1,0.08999934052652904,1000,"[1.7522401288459428, 0.0031701123704134405, 0.004110666595261437]"
213,LiH,-8.85668669422939,1,0.11940482391844001,1000,"[1.762035004978798, 6.710365147772004e-06, 9.108152437980705e-06]"
214,LiH,-8.856686694229406,1,0.14717815329153228,1000,"[5.627668379849086, -6.942045826754024e-07, -1.1526611367090064e-06]"
215,LiH,-8.856660222127635,1,0.17495148266462457,1000,"[1.5219844653260197, 0.10679797816709771, 0.13997223575638418]"
216,LiH,-8.864134090152433,1,0.20204303941405907,1000,"[3.020173281810518, 1.0713159289392584, 1.3263059179298187]"
217,LiH,-8.864190352624972,1,0.22913459616349355,1000,"[3.0244659932654527, 1.0854610669559186, 1.340969727659473]"
218,LiH,-8.864188728642263,1,0.25360444891396833,1000,"[3.031000149207908, 1.0849831268776873, 1.3404627114324914]"
219,LiH,-8.864179901581542,1,0.2780743016644431,1000,"[3.1471315523311705, 1.0871471992672883, 1.3405051576331077]"
220,LiH,-8.864265316914436,1,0.2896034743282481,1000,"[3.1678174617055417, 1.1366942425072233, 1.3431257553502889]"
221,LiH,-8.86441131338938,1,0.3011326469920531,1000,"[3.191558423253473, 1.1925970830054848, 1.353560784084047]"
222,LiH,-8.864410423406214,1,0.3123613132828137,1000,"[3.1969352241759497, 1.201040009670362, 1.358103605837566]"
223,LiH,-8.864576694767932,1,0.32358997957357427,1000,"[3.0817752473076636, 1.2323441244246203, 1.395893715993385]"
224,LiH,-8.864493956762864,1,0.334198865598968,1000,"[3.088853586010517, 1.217777625104563, 1.3788344616919348]"
225,LiH,-8.864414215313499,1,0.3448077516243618,1000,"[3.0962814209165304, 1.2044883884412954, 1.3633210527422213]"
226,LiH,-8.864402886835256,1,0.35444246224780884,1000,"[3.0958990467417484, 1.205565369012498, 1.3607083136216378]"
227,LiH,-8.86441550884107,1,0.36407717287125585,1000,"[3.082199844288751, 1.2027891235471961, 1.3570676433021729]"
