ansatz_name,trotter_steps,threshold_gamma,max_evals,cx_error_prob,energy,optimal_parameters
UCCSD,,,1000,0.001,-6.009255735687,"[0.0, 0.0, 0.0, 0.0, 4.741381217275729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.663838488448109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
UCCSD,,,5000,0.0,-8.87707030798,"[-0.00022272179119462747, 0.0, 0.0, 0.0005644572923457576, -0.03820584753607716, 1.080331996693716e-05, -1.9147480462600916e-05, -0.0036414698731511404, -0.00022502181376834278, 0.0, 0.0, 0.0005719454676584849, -0.03820874130471191, 4.13291615190274e-05, 1.2519563039641572e-05, -0.0036413477036371313, 2.8598561055035685e-06, -7.853235804392969e-06, 0.0006739753356387343, -0.0037957981584882472, 0.0, 1.2248991364284387e-06, 0.0001713838607759367, -0.00020653135648742883, -5.255087416072705e-06, -3.7986041198330194e-06, -0.0003363008629123342, 0.0, -6.877504894223896e-06, -4.612007062422502e-06, -0.001815596608002974, 0.0, 0.0, 0.0, -0.0030650463206091895, -3.531060733909674e-06, 0.0, 0.0, 0.0, -2.425497379038089e-06, -0.0018216343046939002, 0.0, 0.0, 1.4831454107807473e-05, -0.0030699029829194427, 1.2335158396737009e-06, 0.0001628946483841714, -4.444043107546277e-06, 0.0, -0.0010472546046285105, -0.0010031575538055285, 0.0, 1.254379624413624e-06, -0.0002650300789416263, -0.0002107267837334422, -1.1354829740666325e-06, 1.8359226021169152e-06, -0.0010179137361672104, -0.035761365559139245, 6.017134654177107e-05, -2.1461421590642413e-06, 0.05924413555341173, 3.6144298534325097e-06, -0.00308294074280141, 9.454436992221439e-06, 0.0, 1.1385126025967743e-05, -0.027219726366844804, 0.0, 0.0, 0.0, 0.0, -0.003076977222831876, 6.9706744833780536e-06, 0.0, 1.7880209352746464e-05, -0.027235714210242012, -3.330014777729608e-06, -0.00033813678384736544, 0.0, 0.0, -0.0002653510992434695, 0.059399996958691845, -1.3827841096117501e-05, -7.030118967483211e-06, -0.11469664296540319, 0.0, 0.0, 0.0006825606247087962, -1.111244251515872e-06, 0.0, 0.0]"
UCCSDT,,,1000,0.0,-8.856686694197,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
tVHA,1.0,0.0,1000,0.0,-8.85668669423,"[-6.642216777699862, -5.328469669974996e-08, 2.448762213267964]"
tVHA,1.0,0.030296928567,1000,0.0,-8.856686694025,"[-1.7578542807792612, -0.00016012669381682443, -0.00019919174416004547]"
tVHA,1.0,0.060593857135,1000,0.0,-8.856686694229,"[1.747357074933696, 1.0563586825127201e-05, 1.2654006509238594e-05]"
tVHA,1.0,0.089999340526,1000,0.0,-8.856686683664,"[1.7522401288459428, 0.0031701123704134405, 0.004110666595261437]"
tVHA,1.0,0.089999340527,1000,0.0,-8.856686694229,"[1.7494584415981829, 1.5769743934011362e-05, 1.9841499356750925e-05]"
tVHA,1.0,0.119404823918,1000,0.0,-8.856686694229,"[1.762035004978798, 6.710365147772004e-06, 9.108152437980705e-06]"
tVHA,1.0,0.119404823919,1000,0.0,-8.856686694229,"[5.6285800853937324, 1.4444616020366614e-06, 2.1983626170577e-06]"
tVHA,1.0,0.147178153291,1000,0.0,-8.856686694229,"[5.627668379849086, -6.942045826754024e-07, -1.1526611367090064e-06]"
tVHA,1.0,0.147178153292,1000,0.0,-8.856660222128,"[1.5219844653260197, 0.10679797816709771, 0.13997223575638418]"
tVHA,1.0,0.174951482665,1000,0.0,-8.856660222128,"[1.5219844653260197, 0.10679797816709771, 0.13997223575638418]"
tVHA,1.0,0.202043039414,1000,0.0,-8.864134090152,"[3.020173281810518, 1.0713159289392584, 1.3263059179298187]"
tVHA,1.0,0.229134596163,1000,0.0,-8.864190352625,"[3.0244659932654527, 1.0854610669559186, 1.340969727659473]"
tVHA,1.0,0.229134596164,1000,0.0,-8.864188728675,"[3.0309997818859142, 1.0849877862880253, 1.3404674589257144]"
tVHA,1.0,0.253604448914,1000,0.0,-8.864188728642,"[3.031000149207908, 1.0849831268776873, 1.3404627114324914]"
tVHA,1.0,0.278074301664,1000,0.0,-8.864179901613,"[3.147129517199077, 1.0871494682080007, 1.3405075058408924]"
tVHA,1.0,0.278074301665,1000,0.0,-8.864179901582,"[3.147131210101344, 1.0871481583984157, 1.3405051563080304]"
tVHA,1.0,0.289603474328,1000,0.0,-8.864265316914,"[3.1678174617055417, 1.1366942425072233, 1.3431257553502889]"
tVHA,1.0,0.301132646992,1000,0.0,-8.864411313389,"[3.191558423253473, 1.1925970830054848, 1.353560784084047]"
tVHA,1.0,0.312361313283,1000,0.0,-8.864410423406,"[3.1969352241759497, 1.201040009670362, 1.358103605837566]"
tVHA,1.0,0.323589979574,1000,0.0,-8.864576694768,"[3.0817699487427843, 1.2323416104856157, 1.3958914092574948]"
tVHA,1.0,0.334198865599,1000,0.0,-8.864493956763,"[3.088853586010517, 1.217777625104563, 1.3788344616919348]"
tVHA,1.0,0.344807751624,1000,0.0,-8.864414215313,"[3.0962814209165304, 1.2044883884412954, 1.3633210527422213]"
tVHA,1.0,0.354442462248,1000,0.0,-8.864402886835,"[3.0958990467417484, 1.205565369012498, 1.3607083136216378]"
tVHA,1.0,0.364077172871,1000,0.0,-8.864415508841,"[3.082199844288751, 1.2027891235471961, 1.3570676433021729]"
tVHA,1.0,0.373547603716,1000,0.0,-8.864468571661,"[3.085551479501955, 1.2135422847903983, 1.3687231765717485]"
tVHA,1.0,0.383018034561,1000,0.0,-8.864514406548,"[3.0741570864475314, 1.2188992008572328, 1.374552313837405]"
tVHA,1.0,0.392044879126,1000,0.0,-8.864374629496,"[3.093824888502068, 1.1973588346116957, 1.3545970007444352]"
tVHA,1.0,0.40107172369,1000,0.0,-8.864374323939,"[3.0940172529169705, 1.1973306189837194, 1.3545441735681831]"
tVHA,1.0,0.410098568254,1000,0.0,-8.864374323939,"[3.0940165549074647, 1.1973311815022378, 1.3545435712105465]"
tVHA,1.0,0.419125412818,1000,0.0,-8.864374323939,"[3.09401375779577, 1.1973305291417256, 1.3545425042227683]"
tVHA,1.0,0.42809837062,1000,0.0,-8.865361194379,"[3.126266752246722, 1.3057370653581766, 1.5025278899467929]"
tVHA,1.0,0.428098370621,1000,0.0,-8.866111709624,"[3.1850167713596087, 1.3769416560926002, 1.612843959082467]"
tVHA,1.0,0.437071328423,1000,0.0,-8.866111709679,"[3.1850167701880507, 1.3769413932795143, 1.612844336847632]"
tVHA,1.0,0.444939982016,1000,0.0,-8.866207662919,"[3.164639769837107, 1.3828330361947456, 1.6155802693904677]"
tVHA,1.0,0.444939982017,1000,0.0,-8.866226220619,"[3.1860072644939335, 1.4026918528133088, 1.6370511618695265]"
tVHA,1.0,0.45280863561,1000,0.0,-8.866226220681,"[3.186008537114641, 1.402690902743152, 1.637052677410817]"
tVHA,1.0,0.460364883803,1000,0.0,-8.867187420876,"[3.2524167379542908, 1.4353745421956718, 1.679761762223936]"
tVHA,1.0,0.467921131996,1000,0.0,-8.868164219393,"[3.3180391294748346, 1.4712124431253246, 1.722196237610456]"
tVHA,1.0,0.475477380188,1000,0.0,-8.868090767052,"[3.2774297292669616, 1.4409686304505875, 1.7011709845541065]"
tVHA,1.0,0.483033628381,1000,0.0,-8.868034988088,"[3.336874260767102, 1.4575340284642213, 1.7101916498439356]"
tVHA,1.0,0.490063751497,1000,0.0,-8.868453935764,"[3.368233270962996, 1.485500057562526, 1.7641713356354964]"
tVHA,1.0,0.497093874614,1000,0.0,-8.868844895539,"[3.4745439379727268, 1.5120772733237935, 1.8164156392103696]"
tVHA,1.0,0.504062606173,1000,0.0,-8.868714002101,"[3.4398378544318127, 1.4815693530878868, 1.7866479124987857]"
tVHA,1.0,0.504062606173,1000,1e-05,-8.8616131718,"[3.4341940614615742, 1.4698263065413912, 1.774138437750156]"
tVHA,1.0,0.504062606173,1000,0.0001,-8.798485843496,"[3.385917926306268, 1.368583349992571, 1.6661253903588191]"
tVHA,1.0,0.504062606173,1000,0.001,-8.237759124178,"[3.0591313831691234, 0.6354021930810222, 0.8710756142413302]"
tVHA,1.0,0.511031337733,1000,0.0,-8.868789990663,"[3.41155156355194, 1.4856038776246367, 1.7933344279085]"
tVHA,1.0,0.518000069292,1000,0.0,-8.868814036436,"[3.488425578004878, 1.4926287873265438, 1.7997395937962746]"
tVHA,1.0,0.518000069293,1000,0.0,-8.868849029096,"[3.42270436367345, 1.5107536485739137, 1.8133789296466198]"
tVHA,1.0,0.524968800852,1000,0.0,-8.868849029111,"[3.4227194485900654, 1.5107536485739133, 1.8133776779194966]"
