molecule_name,energy,trotter_steps,threshold_gamma,optimal_parameters
CH_2,-1.1045381821850964,3,0.892919255064481,"[-0.3515475855829447, 2.3121799536272842, 1.6366743152519614, 2.077970795305631, 3.2729006688248647, -1.4627510157806838, 0.7572274608929601, 2.7284820668836174, 1.0236888499936985]"
CH_2,-1.0703013946205462,4,0.0,"[9.234496096726978, 9.423255252439613, 8.065107800428333, 3.4331797190474704, 0.24218532622989358, 0.5130910194027085, 0.42966151282099774, 0.17144460867645303, 1.4429625999974875, 1.499695083328496, 1.7275063124146632, 1.9630654215511874]"
CH_2,-1.1045664551679786,4,0.2311919861061377,"[-1.1798446442054753, 3.7179259518866576, -0.3105724875902884, 3.651313936909669, -2.1236585132202284, -0.08525888050471994, -0.26015920275822546, 2.061427934568499, -6.342216744918888, 8.839236435835806, 2.3161694559159716, 2.6701674643863065]"
CH_2,-1.104566455167892,4,0.4623839722122754,"[-0.9227580548331022, 3.63478013062038, -2.253112863606434, 3.6863674366231662, -2.5031875662542795, 0.7339661379769732, -0.504271320097137, 1.2707011489481634, -6.660389464364995, 9.42476620205013, -1.4952872383568265, 2.5065355169974306]"
CH_2,-1.103998343409082,4,0.6241112411706187,"[-0.7490936855834662, 1.1266601925806814, -1.2635339742649754, 5.985308589303072, -2.0368477479556777, 1.6310460817344778, -0.5277222737113105, 2.0034999504785658, -4.965406338738918, 6.637032123841728, 1.631240857274093, 1.8522421953511723]"
CH_2,-1.1045664551669951,4,0.785838510128962,"[-0.4746079685387212, 3.429366146859163, -1.187588111694906, 4.39068196005822, -0.5997510261607559, 4.488269135044083, 0.1600529643708576, 0.8646452324783056, -0.5242950675269178, 4.57857365215245, -0.9763145551712975, 2.597619345346205]"
CH_2,-1.1045303453726842,4,0.892919255064481,"[-0.2067679257071029, 4.941335252791918, -3.2074837867010313, 3.4944052971607427, 0.7989522330352234, 2.2865294077641107, 0.6196043771437885, 0.6898035623261956, -1.4229738518734998, 4.22349579712048, -0.6568457738358038, 2.4468873843644983]"
CH_2,-1.1045664551651748,4,1.0,"[-0.03388724705683739, 3.5868834901724584, -1.884819292673864, 3.4848410667594854, 0.39914508463006326, 2.668870223063794, 0.10098306523412962, 0.993763666701193, -1.2398713232373244, 3.7547853882821984, -1.5600347513124828, 3.838223059126305]"
CH_2,-1.070335734692002,5,0.0,"[8.212481850603332, 9.42477796076938, 9.337282254858827, 7.8539185906166615, 0.3126489097390889, -1.6707773571974114, -0.9696308200683601, 0.18917449068706307, 0.6326332273049815, 1.6153424424947969, 1.751123293998417, 1.4458236454516147, 6.124044999862312, 2.626342884918853, 2.265953456729068]"
CH_2,-1.104566454633518,5,0.2311919861061377,"[0.0833723667200966, 9.02185376955391, -4.476567136948304, 1.7947724145646697, 2.0618177862978495, -1.9253275133112044, 0.9988524867405602, 1.4356536632064691, 0.6958452030849634, -0.9502996696251522, -9.287665232870856, 9.423416324275543, -1.558696254871745, 1.1816277669155961, 0.6463871451490087]"
CH_2,-1.104566455083753,5,0.4623839722122754,"[-0.007259355007725973, 5.263131472652707, -0.9959476157200441, 2.2684400684070383, 1.6172788915459875, -1.4467270631843019, 0.49859784939816276, -0.8183882357755007, 1.9625592577687703, -1.792507683402801, -9.420828209950178, 9.424179497171377, 0.9493660471370231, 1.3703513390180873, 1.7373898619741341]"
CH_2,-1.1039817888518944,5,0.6241112411706187,"[-0.21889374315358262, 3.2538507226707045, -0.3702320518989851, 3.7923666333554302, 2.377488087086495, -1.8390075140935134, 0.2331226932851852, 0.7649908186435974, 2.148294360176598, -0.6783328006121983, -3.867186245743807, 3.161387059258067, 5.904073724075502, 0.10295320597338495, -0.9175001538216704]"
CH_2,-1.1045664551678347,5,0.785838510128962,"[-0.040320690320468255, 3.96354236773812, -0.7944663871935164, 7.376925411032733, 1.7377549197032645, -0.22376988912248763, 0.5119969944687544, 1.331608713555627, 4.473299133349072, 1.5867557470981675, 1.2024528885796018, 1.2508673436252575, 5.309675954293122, 0.6247565710281024, 0.054372286210332785]"
CH_2,-1.0703007204603918,1,0.0,"[-6.284239595140039, 9.440486590676001e-08, 1.8879042781945148]"
CH_2,-1.1044701394836294,1,0.2311919861061391,"[4.04878337939687, 0.179345352810032, 1.3737566002461148]"
CH_2,-1.1044701394836334,1,0.4623839722122783,"[4.048783440039846, 0.17934543536462133, 1.373756515706253]"
CH_2,-1.103655536692492,1,0.624111241170617,"[1.1534422334899226, 0.49700677481135536, 1.3410389794263973]"
CH_2,-1.104459825596276,1,0.7858385101289557,"[1.650105693527425, 1.1740287901839532, 1.369129729057015]"
CH_2,-1.1029099328658247,1,0.8929192550644778,"[1.5466085392541675, 0.9874470083506418, 1.2899014757330187]"
CH_2,-1.103868739348545,1,1.0,"[1.5839859465363193, 1.0911699497712184, 1.3387742664369688]"
CH_2,-1.1045664551679872,2,0.2311919861061391,"[6.6168608529357025, -4.068361179476861, 0.5681219620454228, 0.8964633927998854, 0.8879510789417137, 1.880488753181269]"
CH_2,-1.1045664551679044,2,0.4623839722122783,"[6.245239865110128, -3.8522057372818415, 0.6282517663782682, 0.9160818827908649, 1.237852389464138, 1.599588450736844]"
CH_2,-1.1045660872411105,2,0.624111241170617,"[7.048909136632423, -4.386787824671855, 0.4118986981103124, 0.8150370146108994, 1.4165766040461514, 1.4383667347204439]"
CH_2,-1.1045664551679972,2,0.7858385101289557,"[6.4608662940792385, -3.9435679456154817, 0.5342409857139666, 0.9752047443733691, 1.322447322667089, 1.4691939267245893]"
CH_2,-1.1045612433729937,2,0.8929192550644778,"[6.5807893338756465, -3.9503127572988257, 0.4992949921638334, 0.9656085443203708, 1.2748816877421707, 1.4877672165296947]"
CH_2,-1.1045664551679957,2,1.0,"[6.863579650107871, -4.0561237006900495, 0.4985515447262051, 1.0538007858101386, 1.2567021829730658, 1.5220108557216776]"
CH_2,-1.1045664551679826,3,0.2311919861061391,"[0.9507818280335562, 1.4920412880340308, 1.4602123953457256, -0.4699969688313699, 1.8508155685631293, -1.9823753182802468, -2.0960958771748093, 4.032304985410984, 1.2338404062753543]"
CH_2,-1.1045664551679826,3,0.4623839722122783,"[0.788388824891356, 1.0345195632726247, 2.403661098008734, -0.3967776741579345, 1.3588268934693573, -1.5235023348330687, -4.340833393731543, 3.6342476926777914, 3.093725863345365]"
CH_2,-1.1041609688501994,3,0.624111241170617,"[1.7024522150724901, 2.0010352583759903, 1.9305811824833183, -1.0840735667332755, 2.90917573243044, -1.7020773246914511, -1.7063988204769696, 3.034647659594184, 0.5489246235930321]"
CH_2,-1.1045664551679866,3,0.7858385101289557,"[0.8329263629703638, 2.6023842059056563, 1.7270433987887543, 0.22004386145787808, 2.9649193523156585, -0.5816460142267239, -2.9115535174955096, 5.627465709069206, 1.0007749494001335]"
CH_2,-1.1045381821850877,3,0.8929192550644778,"[-0.3515475855829447, 2.3121799536272842, 1.6366743152519614, 2.077970795305631, 3.2729006688248647, -1.4627510157806838, 0.7572274608929601, 2.7284820668836174, 1.0236888499936985]"
CH_2,-1.104566455166236,3,1.0,"[1.3506951686928987, 3.110119705707278, 1.7427695589485428, 0.28649294602798847, 5.611709656002086, -2.0855209226221816, -0.520669558217191, 3.7568479398363515, 1.0148983193279388]"
CH_2,-1.1045664551679686,4,0.2311919861061391,"[-1.1798446442054753, 3.7179259518866576, -0.3105724875902884, 3.651313936909669, -2.1236588117153463, -0.0852592428744067, -0.26015920275822546, 2.061427934568499, -6.342212505579279, 8.839231725772148, 2.316166161958176, 2.670169462597972]"
CH_2,-1.1045664551677088,4,0.4623839722122783,"[-0.9227538338829349, 3.634783238484776, -2.253137067272558, 3.686371359675465, -2.503186678262403, 0.7339672292904309, -0.5042850239964703, 1.2706939024205628, -6.660374935329228, 9.42475960433059, -1.4952766055305382, 2.506514119600478]"
CH_2,-1.1039983434090754,4,0.624111241170617,"[-0.7490936855834662, 1.1266601925806814, -1.2635339742649754, 5.985308589303072, -2.0368477479556777, 1.6310460817344778, -0.5277222737113105, 2.0034999504785658, -4.965406338738918, 6.637032123841728, 1.631240857274093, 1.8522421953511723]"
CH_2,-1.1045664551669865,4,0.7858385101289557,"[-0.4746079685387212, 3.429366146859163, -1.187588111694906, 4.39068196005822, -0.5997510261607559, 4.488269135044083, 0.1600529643708576, 0.8646452324783056, -0.5242950675269178, 4.57857365215245, -0.9763145551712975, 2.597619345346205]"
CH_2,-1.1045303453726727,4,0.8929192550644778,"[-0.2067679257071029, 4.941335252791918, -3.2074837867010313, 3.4944052971607427, 0.7989522330352234, 2.2865294077641107, 0.6196043771437885, 0.6898035623261956, -1.4229738518734998, 4.22349579712048, -0.6568457738358038, 2.4468873843644983]"
CH_2,-1.1045664551651655,4,1.0,"[-0.03388724705683739, 3.5868834901724584, -1.884819292673864, 3.4848410667594854, 0.39914508463006326, 2.668870223063794, 0.10098306523412962, 0.993763666701193, -1.2398713232373244, 3.7547853882821984, -1.5600347513124828, 3.838223059126305]"
CH_2,-1.104566455152181,5,0.2311919861061391,"[0.04895329039104605, 9.033237882485608, -3.9817871587187907, 1.273089648106601, 2.115978425282541, -1.961418188325401, 1.0386752859245492, 1.3269038069907915, 0.8337889531601074, -1.0614748389040594, -9.233667492401894, 9.302798669931263, -1.6523699119393311, 1.2247200039157826, 0.6384509369603888]"
CH_2,-1.1045655403859598,5,0.4623839722122783,"[0.3924311955708767, 3.33739042724413, -0.7315566554355883, 2.2280847849221033, 2.4412524766787813, -1.3926374297720427, 0.4379139370372648, -0.5809724536312915, 1.9581167446670242, -1.795462891825846, -9.42477796076938, 9.42477796076938, 0.9806321925736738, 1.3536009230529145, 0.3553966142949089]"
CH_2,-1.103981788851883,5,0.624111241170617,"[-0.21889374315358262, 3.2538507226707045, -0.3702320518989851, 3.7923666333554302, 2.377488087086495, -1.8390075140935134, 0.2331226932851852, 0.7649908186435974, 2.148294360176598, -0.6783328006121983, -3.867186245743807, 3.161387059258067, 5.904073724075502, 0.10295320597338495, -0.9175001538216704]"
CH_2,-1.1045664551678167,5,0.7858385101289557,"[-0.04029364119561478, 3.9635268952210554, -0.7944616491200982, 7.376955801136836, 1.7377364772620925, -0.22376988912248763, 0.5120090339080742, 1.3316156638628929, 4.473299133349072, 1.5867679206416136, 1.202267393861899, 1.2510575894752565, 5.309670375852003, 0.6247565710281024, 0.05435666519814404]"
CH_2,-1.10452595779207,5,0.8929192550644778,"[1.0722729722073956, 3.8135973997794532, -0.308786583427479, 4.539299225579311, 2.1558085120712875, -0.0680855196012373, 1.729798618501911, 1.7887457872205847, 8.68351051186975, -5.094133121588497, -0.9365526068617523, 3.7681282173933357, 3.0681804740122782, 1.0547180564661014, 1.0643135315718082]"
CH_2,-1.1045618695018828,5,1.0,"[0.7620614304160727, 3.3642620871637754, -1.0633466504646827, 5.477516279625619, 1.7366609322451745, 0.23634745642748906, 1.2852916118230124, 1.530200545186325, 9.42477796076938, -5.9098462370922835, -4.764046995288254, 9.42477796076938, 2.8157477007125413, -1.6050525637989543, 1.6575885449955465]"
CH_2,-1.07034909397468,6,0.0,"[8.193031107580186, 9.42477796076938, 9.42477796076938, 9.42477796076938, 8.793059750930613, -7.227734352823237, 1.1768549412514826, -1.4559374333320845, 2.527891291197786, 0.27337068667044045, 0.807324332371532, 2.0397008606764, 1.221448736902675, 1.3881154035693415, 1.604482951667805, 1.7194292294588323, 1.8402504490244231, 2.077633263268396]"
CH_2,-1.104566453375692,6,0.2311919861061391,"[0.8880241829587988, 5.690456073722768, -1.169341068211943, 3.5707353981053513, -0.5248136124661844, 2.9771741855226646, -2.209857106173014, 0.6290625731264603, -0.9758146313925904, 1.0763642941999545, -0.8885334469732347, 0.9684077135080346, -9.42477796076938, 7.372732467675368, 2.247318700069853, -1.2647254336190943, -1.9403831782124623, 3.4858247096253066]"
CH_2,-1.1045664540628364,6,0.4623839722122783,"[0.7581738759886598, 3.2366227415109643, -0.907994810174898, 5.450306554068412, -0.2127321060073898, 2.5731598248273895, -1.262145529256503, 1.0785031274460386, -2.0302606637158185, 1.2923583230992755, -1.0322544260877806, 0.49882645033244644, -9.42477796076938, 6.325514847390177, 1.2534851517370413, 0.8624223592579803, 6.250726033917284, -4.074654233606006]"
CH_2,-1.1041904092238513,6,0.624111241170617,"[0.47636332108112966, 4.5796306738024235, -2.8912870625736247, 4.8909634925818315, -4.610283896346748, 6.144941495141094, -3.731361383528383, 2.111225361256861, -0.11785836500105787, 1.512134416606526, -2.0553783346051495, 1.876065069153281, -5.626373108330766, 7.22007955148443, -4.228748849765712, 4.121235904528444, 0.19657085575853336, 1.8624184320754071]"
CH_2,-1.1045664551603471,6,0.7858385101289557,"[0.18219131641660286, 4.276560303764292, -0.3063897398246064, 5.087313654501351, -3.171972039066536, 6.144243273459992, -4.2743705769707265, 5.688823630659881, -1.3360642570515662, 2.503893787252709, -1.118426516066914, 2.1118183496752376, -3.814230744304872, 6.913076220190595, 5.24902401812146, -4.329138327077356, 1.0547634209135217, 0.8138631935463709]"
CH_2,-1.1045388080140737,6,0.8929192550644778,"[0.29792821495604516, 4.333792734954378, -0.7109553760807856, 5.012424394188063, -2.751489936365651, 5.248701935485604, -5.334372584722686, 5.517245662977601, -1.0560922175961145, 1.7729080049627282, -1.473332011556994, 2.2036946691190282, -3.0766120051864547, 5.652658658843273, 1.2831184866868317, -0.06597639248043516, -2.0646311155276678, 2.0870780526948285]"
CH_2,-1.104566455156945,6,1.0,"[0.0608211360840945, 6.842817089931756, -1.4394508460094781, 5.693934063129673, -3.3831244273665813, 5.621723817483084, -4.757530649241703, 4.601461789715072, -0.5557801026025971, 0.8777144955978189, 1.4846218496172314, 1.9587019683041347, -4.767274400931754, 6.756549764982221, 0.35487837467935135, -0.06396188723099701, 0.25840231627913735, 1.1783123024060167]"
CH_2,-1.0703067542033529,7,0.0,"[9.343106588306753, 4.633127863897653, 8.363679246227118, 9.181506197324996, 9.169685825574593, 9.11224451173116, 9.42477796076938, -0.6991106142472319, 0.33460629279510434, 0.5439076050932043, 0.5742133340659736, 0.7693293507241139, 1.0208962661588354, 1.0, 1.4460925163143297, 1.5889496591714725, 1.7318068020286153, 1.874663944885758, 2.655036351937362, 9.412791671037722, 2.9904096296585863]"
CH_2,-1.1045664551010388,7,0.2311919861061391,"[-0.07713667163558673, 3.5135338685800965, -1.5759134474993974, 5.964946607437543, -4.217810723355137, 5.409640489017805, 2.4291277933803803, -2.2488080272280255, 0.3616325855405816, -0.8585139303214708, 2.5627760121562186, -3.0633466929015887, 7.10524882441687, -6.1292089431115775, -7.6848488529986625, 4.571211693159303, 6.306310435768252, -2.168847973265162, 2.8602389418510246, -1.904324019101265, 1.9700925186476188]"
CH_2,-1.1045664546554077,7,0.4623839722122783,"[0.1428518750526932, 4.980408931278298, -1.3631128690003553, 2.3508508336957563, -0.4956741582942412, 5.563451936355614, 2.538144972511059, -2.01363641618844, 2.837210791208753, -1.9060056138255697, 0.5630026121920553, -1.2061010398988379, 7.121718907815582, -6.934534242033598, -9.42477796076938, 2.1701880690090043, 4.004676246763186, -2.1825781059680853, -2.098119646692451, 4.097307156020902, 0.8789025967362534]"
CH_2,-1.1040901711031867,7,0.624111241170617,"[-0.044786707369966074, 4.309090878123933, 1.5107266148985907, 4.815902593214481, -5.31953376915239, 4.076861676451766, 2.685642420578234, -1.8198118462241983, 0.6656503312620686, 0.7815806688061776, 1.9171780765624304, -1.3922310998751724, 3.873069942647647, -3.8029399848405268, 2.435943853385411, -8.576818474766142, 9.42477796076938, 1.7527554206649394, -2.8657900831608822, 3.016833509489523, 0.31148332642924675]"
CH_2,-1.1045664543516278,7,0.7858385101289557,"[1.1432680243363973, 4.039056747051737, -0.47367318778137524, 5.19226731932029, -3.2816427931744405, 6.917438697794619, 1.7951518454568223, -3.2239919353642508, -0.9383889483518948, 2.8907925186239094, 3.0924750359592053, -1.3560526523782206, 6.224178394053384, -4.3717549741369, -5.690797239480588, 7.766296584010336, 9.42477796076938, -5.265225646035565, -0.4173863598367045, -1.3859744513738037, 0.9997072703194527]"
CH_2,-1.104467091727151,7,0.8929192550644778,"[0.8262887627759476, 4.424855955341258, -0.0164825566479008, 5.121248518987672, -2.8039865165259683, 6.003981702139331, 1.6094371914124301, -4.471431396707899, -0.6139110601045877, 1.2902875476642603, 5.746957232454622, -1.9352142593545822, 9.422295337730253, -6.849751592902127, -6.8863498768932185, 9.403624249666766, 2.343224196095643, 0.7908358037560885, 1.2649205836544049, -4.413691062886613, 0.0194086546485357]"
CH_2,-1.1045664542881457,7,1.0,"[1.0647887153999473, 5.963333614582595, -0.5261461931372087, 5.215345521110475, -2.1682000200445612, 5.9462889444602105, 1.7498456726978406, 0.07292871127811085, -1.0983987996311981, 1.179730040625821, 5.175017221320056, -0.319935881298338, 9.42477796076938, -6.8333087061529625, -9.156757750533906, 9.42477796076938, 3.6177087802300836, 0.8360528090032502, -1.56685966035286, 3.1987923856245386, 0.9914886582032109]"
CH_2,-1.070419127747012,8,0.0,"[-4.898643763563505, 9.42477796076938, 9.42477796076938, 8.656115437753694, 9.42477796076938, 9.42477796076938, 9.42477796076938, -4.756646019108057, -0.2819929328221821, -1.1252235812574667, 1.2437344157857408, -0.48837342300188724, 4.0743862791023435, -0.3679798747783098, 0.9201554514000576, 3.64060303684456, 1.7141414229121756, 0.37270776389943716, 2.118072103314144, 2.243072103314144, 2.368072103314144, 2.493072103314144, 2.618072103314144, 2.8463849778854997]"
CH_2,-1.1045664551676622,8,0.2311919861061378,"[0.2260280572224231, 5.2581810075642235, -3.436921939775429, 5.63119344902953, -2.7595826961551104, 7.686815720830395, -3.025761273654857, 5.189556493718495, -2.5608054608888082, 0.3015555759225479, -4.066226662111562, 3.3289040612242484, -1.0435244835939486, 1.572559663528812, -0.40068710345897274, 0.8666630961436169, -9.335741406178377, 6.081631878429835, 0.4868442114094257, 1.3856376943625461, 3.626413823095615, 0.039051775714609424, 0.8261900289677395, 1.0114235903375106]"
CH_2,-1.1045664549535323,8,0.4623839722122756,"[0.8907310353277971, 4.124817510775795, -1.7404080415969685, 2.292047212350093, -2.6633659758740995, 5.928427873511019, -0.7926450477399057, 6.289733716971054, -0.8370610240492299, -0.16421017695144305, -0.5667607206338765, 1.116929442514225, -3.1560543441796614, 2.331530241320425, -1.2210434927615048, 0.7917898247088204, -9.42477796076938, 3.742770121384873, 5.035977477148425, -2.565271373493956, 0.6228772486562417, 2.7015108158492156, 0.11333998273408968, 1.8202194379276402]"
CH_2,-1.1041243302486246,8,0.6241112411706187,"[0.2549348488354036, 4.190255290435889, -2.034745335520576, 1.028814480102766, -4.583911717878639, 4.3117836651324914, -0.031219085132535657, 9.42477796076938, -4.342739740387727, 2.8153470468967434, -4.402457359751121, 4.196460104554986, -3.0320282549832016, 3.874646024410503, -0.06404359141883151, 1.3203523774398342, -8.848496269507761, 9.42477796076938, 2.6092204358135582, -3.9518735663839655, 3.869047469117304, 0.5577277617600009, 1.0778137473424239, 0.8774388033303013]"
CH_2,-1.1045664551604375,8,0.7858385101289617,"[-0.2111659885510074, 5.017466318143374, -2.3342459779579015, 6.685113620213326, -3.3948860184463543, 6.169500144935719, -2.543987414712856, 6.336903257786638, -5.503660482417949, 6.469262650199828, -4.206746808035348, 5.003401959046977, -2.554161721803763, 3.2917860660795846, 0.3027285155629467, 0.6640704384351492, -4.069098450019679, 4.4566765366023535, -5.39577760295722, 8.80062439060872, 0.6097441783669149, 0.7621415777838425, -0.2754855909142309, 1.9848156658225817]"
CH_2,-1.104546960960704,8,0.8929192550644808,"[0.12042484149578078, 4.717589719860193, -3.585682044527481, 6.783463776782794, -1.9218128048439824, 8.176417968412412, -3.723947509045479, 5.2579400311465685, -6.599590814833762, 6.620235095141764, -4.473922104917225, 7.067733042355874, -1.866758530257417, 2.90024956674808, -0.34793557500738065, 0.9102833268244978, -2.483700791122973, 6.407301010103282, -0.2254413733097893, 0.47342277091846513, 1.8553684928375442, 0.23315612245936895, -1.3685318440657592, 2.6339545309440497]"
CH_2,-1.1045664551010796,8,1.0,"[0.22316799366194046, 9.350254186768472, -0.97874018321086, 6.4064845071132375, -2.679430578675722, 6.044432293683926, -7.0000278892695, 5.624384449095884, -4.585191839781968, 9.357177281269735, -5.220996606895536, 4.997182710284705, -1.7437760718767261, 3.0941064625115007, 1.128815413965504, -0.16586185381327856, -6.794662026030757, 8.605511233901877, 9.42477796076938, -9.42477796076938, -2.5852763579074622, 2.66133721413168, 0.06779054727480283, 1.8982129412216238]"
CH_2,-1.070306127500484,9,0.0,"[9.42477796076938, 9.42477796076938, 9.261614957810727, 9.42477796076938, 9.42477796076938, 9.42477796076938, 9.42477796076938, 8.729783304701268, -9.42477796076938, -1.2930747851441358, -0.0062296386096647, -0.5453342033916251, 0.12648225627436693, 0.5800675446721738, 0.6308644656950733, 0.9458948858056235, 0.6265547817145524, 1.0, 1.570084334053735, 1.2621777365342468, 1.3589798391592767, 1.5443052937789288, 1.628430594209066, 1.5834964131667004, 1.8034242836037218, 1.3635923970276542, -0.661453040041469]"
CH_2,-1.104566391949856,9,0.2311919861061378,"[0.48778529254294845, 5.090814750602587, -2.985282086926895, 7.522247258731366, -3.5283112858384134, 1.9322931472526643, -5.542520576617594, 9.42477796076938, 2.274478704106511, -3.396478382339831, 3.423615952982452, -2.6573532538835725, 3.4141711307892573, -5.499243913518448, 3.2927312146279784, -1.786149708985954, 0.06231463902664913, 1.9345493099038173, -9.42477796076938, 7.34474800194211, 5.112071005640765, -0.44327789777328896, 5.1683587344457464, -3.8631483443114423, 1.5744968542885935, 0.9376356142784302, 0.3404114347266442]"
CH_2,-1.104566453582243,9,0.4623839722122756,"[-2.5776659160898596, 7.4491042114650305, -2.818098510180596, -3.3485545480465384, -3.650499730054693, 5.203488668863197, 9.28373543555904, 9.42477796076938, 1.3512628990582252, -2.2334600932319306, 1.5734443399143756, -2.9316281494578744, -0.7176613829486561, -1.526572415630754, 5.009311808946734, -0.4169873121532522, 0.9206298659229504, 0.9908285059701847, -9.335151224658269, -3.9700211223892867, 7.835924458023663, -4.629323162137718, 0.9793519709762157, 0.6666666666666666, 0.23398699158238015, 0.7335733341154677, 1.0]"
CH_2,-1.1039860076667023,9,0.6241112411706187,"[0.5036475551757709, 1.931334096494044, -2.323925301190627, 8.357512109042757, -0.9263070846995076, 6.808996937964, -6.844250468476865, 4.318390211698603, 2.365236028988323, -2.082083042893941, -1.0373921837315736, 1.081251395210979, 2.302725222445205, -0.13998951013827285, 2.4852752623118777, -0.40828601563548866, 5.625988184983407, -7.580360827300975, -9.42477796076938, 9.42477796076938, 7.581113868502658, -4.219653375236384, 0.7327914930942749, 0.18854655904706713, -0.925346080209878, 1.6640045724935526, 1.1138727232907297]"
CH_2,-1.1045664549832794,9,0.7858385101289617,"[-0.08664107116335504, 5.960405231609768, -3.1953732826035557, 6.974429122014253, -3.9253938181183416, 8.382396260238236, -5.011096866172998, 7.535420887102635, 2.8047325917777677, -1.51049178719801, -1.2324290807382536, 4.10873898140009, 0.7625654082755661, 1.3778662918635232, 4.1185412769171865, -1.4079161713602366, 8.868659365590556, -6.275181519431638, -5.308474226720282, 9.42477796076938, 6.887299461953831, -0.9449021859814264, 0.5455105759919714, 0.7485540808019256, 0.17133591284210214, 1.3365578105734262, 1.0214398163077445]"
CH_2,-1.1045275972231536,9,0.8929192550644808,"[1.1163433245221983, 4.759447371636827, -2.877380185193653, 7.986128633305702, 1.8661791016773996, 5.308255227713671, -9.423226104873596, 7.7848455076192105, 2.9280802292814143, -2.689197403078564, -1.528816847149237, 4.183543037115524, 2.994556532138102, 1.759992319213273, 4.081376675791968, -2.354013062147448, 9.42477796076938, -6.765992742499083, -3.9282020512978275, 9.408219005898928, 3.7773893110740486, 0.8125910019723097, 1.5583847836812597, -1.4822570510905722, -1.676619035446042, 2.575253747313896, -0.4521547048367544]"
CH_2,-1.104566454514326,9,1.0,"[0.7081482296211916, 5.039532050538135, -3.214162769975167, 8.325095686921596, -2.9652670891612134, 5.547104317438744, -3.3094397471011137, 8.349816493124402, 1.6169238213804524, -0.2902693526002327, -1.4552867500376836, 2.7467686720478963, 0.8379504994859506, 0.5914021127829407, 7.659405932236306, -3.9420930637018143, 0.5935746147621158, 2.172210071286608, -8.040952628473296, 9.42477796076938, 9.42477796076938, -2.6105863613475497, 0.06487730643134991, 1.0768878896009828, 0.2806343512290439, 0.5366430964184304, -1.9965802930214394]"
